state,frequency,pct
11000001111100100011010011010000,1,2e-06
00001100111011100111110011010000,2,4e-06
01101111001100010111010011010000,1,2e-06
00010000110011011111010011010000,1,2e-06
00000010100101101110110011010000,1,2e-06
01101000101111111011010011010000,1,2e-06
00011000100100001011010011010000,5,1e-05
11011011111111101011010011010000,1,2e-06
01001001101100011100110011010000,1,2e-06
01101010000001100010110011010000,1,2e-06
01010001011101010100110011010000,1,2e-06
11000000110110011001010011010000,1,2e-06
10100110110010100011010011010000,1,2e-06
10010001110000111011010011010000,2,4e-06
11110001110001101110110011010000,6,1.2e-05
11000100100001100110110011010000,13,2.6e-05
00000110011101101001010011010000,1,2e-06
00110100101010110000110011010000,1,2e-06
00100010111001111101010011010000,1,2e-06
11010000001001111011110011010000,1,2e-06
11100110001000110000010011010000,1,2e-06
10011001110110100101010011010000,1,2e-06
01000110110100000000110011010000,1,2e-06
00001011101000110101110011010000,1,2e-06
00011000100100101000010011010000,1,2e-06
10000111110000011101010011010000,1,2e-06
01000011001110110000010011010000,1,2e-06
10001001001000001101010011010000,1,2e-06
11011111101011010011110011010000,11,2.2e-05
11111110101000100001010011010000,1,2e-06
10111000010010001010010011010000,1,2e-06
10010000110011111111010011010000,1,2e-06
10101001011100101111110011010000,1,2e-06
11111011001011011010010011010000,1,2e-06
10010100101011111110110011010000,8,1.6e-05
01100110001000011111010011010000,1,2e-06
10100110110010010101010011010000,1,2e-06
10011101101111110011010011010000,1,2e-06
11010111001100111111110011010000,1,2e-06
11000100100001110010110011010000,1,2e-06
00001010010110000000010011010000,24,4.8e-05
00101101010000001011110011010000,34,6.8e-05
11100000111101010101010011010000,1,2e-06
01100010001010111110110011010000,1,2e-06
00101010101010101011110011010000,85,0.00017
10011001110110100100010011010000,1,2e-06
10010111010011000100010011010000,1,2e-06
11100100110110010011010011010000,162,0.000324
01101101111001101011110011010000,1,2e-06
11100100110110011001110011010000,1,2e-06
11000001111011111011110011010000,1,2e-06
11000010010100111100010011010000,1,2e-06
11101010110010010101010011010000,1,2e-06
01111101011011001001010011010000,1,2e-06
11110101101001111000110011010000,1,2e-06
10101110100010111000110011010000,16,3.2e-05
11000001111100000011110011010000,1,2e-06
10000101110111110001110011010000,1,2e-06
11000001111100010100010011010000,1,2e-06
01010001011101010011010011010000,1,2e-06
10000001010010110001110011010000,11,2.2e-05
00011001110111001101010011010000,1,2e-06
00100000010100101100110011010000,16,3.2e-05
10111110000100000011010011010000,1,2e-06
01010101010101100001010011010000,1,2e-06
10001010010110001000010011010000,2,4e-06
01010001011101100111010011010000,1,2e-06
10010111010001011010010011010000,1,2e-06
00011101101111001110010011010000,22,4.4e-05
00001001000011010010010011010000,2,4e-06
00011000100100001110110011010000,4,8e-06
00110111100110000100110011010000,2,4e-06
10011111000001111100010011010000,2108,0.004216
10001101100001100011110011010000,1,2e-06
01011101000101111010010011010000,1,2e-06
01101001101001000010110011010000,1,2e-06
00000001010010101110010011010000,12,2.4e-05
01110001110001110001110011010000,779,0.001558
11101111001100010111110011010000,3,6e-06
11010101010101011001110011010000,3,6e-06
00100100001100111110010011010000,1,2e-06
01110100110010100101110011010000,1,2e-06
11111001100010010010110011010000,17,3.4e-05
10010101111110110101010011010000,1,2e-06
11110011000100011100110011010000,3,6e-06
11111101011010100011010011010000,5,1e-05
00111011011110010110010011010000,2,4e-06
11000101110100010010110011010000,1,2e-06
00000110011101110011010011010000,3,6e-06
10111101110000010010110011010000,1,2e-06
01011110011000100100010011010000,1374,0.002748
10010001101000101110110011010000,1,2e-06
01101101111001100111110011010000,3,6e-06
10100110110010011000110011010000,5,1e-05
01001010111111011100110011010000,1,2e-06
10010000110011101110010011010000,2288,0.004576
11011010100000011010010011010000,2,4e-06
10101010101010001100110011010000,1,2e-06
00110011101001110110110011010000,1,2e-06
11101001101001000010110011010000,1,2e-06
00101111110101101010110011010000,4,8e-06
11100100110110010101010011010000,10,2e-05
10001111000110111101110011010000,2,4e-06
11111100000111110000010011010000,3,6e-06
10011000100100010011010011010000,1,2e-06
11011110011000100111010011010000,8,1.6e-05
01110011001000010011010011010000,1,2e-06
01111010110101000111110011010000,1,2e-06
00101010101011010001110011010000,2,4e-06
01101010000001011001110011010000,1,2e-06
11010110101000011010110011010000,2,4e-06
11000000101001010110010011010000,6,1.2e-05
01001101100100111100010011010000,2,4e-06
01011110011000011001010011010000,1,2e-06
10110101000000010011110011010000,1,2e-06
01000101110100001010110011010000,1,2e-06
11110011111001001111110011010000,1,2e-06
01000001111011110001110011010000,1,2e-06
01110101101010001000010011010000,1,2e-06
00010100101100000001010011010000,1,2e-06
11101010000001011000110011010000,1,2e-06
11001010001010011110110011010000,1,2e-06
