state,frequency,pct
00110001001110100100,2,4e-06
10101001100010100100,2,4e-06
10010100011010100100,2,4e-06
10001111101000100100,1,2e-06
00101000101010100100,2,4e-06
01001000101110100100,2,4e-06
10001011110000100100,7,1.4e-05
00000100101000100100,5,1e-05
10111011011010100100,3,6e-06
01111111111100100100,3,6e-06
11000111001100100100,2,4e-06
10000001011000100100,3,6e-06
10101000010110100100,1,2e-06
11100010010110100100,1,2e-06
01001011111000100100,6,1.2e-05
00010010000010100100,5,1e-05
01001011110000100100,6,1.2e-05
00010111110010100100,4,8e-06
00100000110110100100,4,8e-06
11111011111000100100,3,6e-06
01101001010010100100,1,2e-06
11010001111100100100,2,4e-06
00000101100000100100,1,2e-06
01000000001100100100,2,4e-06
11000110110110100100,4,8e-06
01111000000100100100,3,6e-06
00110111000000100100,3,6e-06
01111011001010100100,2,4e-06
01110000110010100100,5,1e-05
01000000111110100100,2,4e-06
01101101010110100100,3,6e-06
11101100000100100100,6,1.2e-05
11011001101110100100,6,1.2e-05
00111010100100100100,1,2e-06
11000010011010100100,2,4e-06
10101100111010100100,6,1.2e-05
11000011111000100100,3,6e-06
00011100101110100100,3,6e-06
10111000010110100100,1,2e-06
00100101111100100100,1,2e-06
11011101111110100100,3,6e-06
00011110110110100100,2,4e-06
01100101000110100100,2,4e-06
10001101101110100100,1,2e-06
00110101010100100100,1,2e-06
10111100000100100100,1,2e-06
00001000101100100100,2,4e-06
11001110100010100100,3,6e-06
10110101101100100100,6,1.2e-05
00000110000010100100,2,4e-06
01101111110100100100,3,6e-06
00011111110110100100,4,8e-06
01011000110000100100,1,2e-06
00100100000000100100,1,2e-06
11100111010100100100,8,1.6e-05
11000100001110100100,5,1e-05
01000100101010100100,2,4e-06
01100100111100100100,2,4e-06
01100110000010100100,12,2.4e-05
10110001011110100100,3,6e-06
00111110000010100100,3,6e-06
11010100000010100100,2,4e-06
00100101001100100100,1,2e-06
10001100100010100100,4,8e-06
11101011100000100100,1,2e-06
10100101011110100100,1,2e-06
10110101011100100100,2,4e-06
11111010000000100100,3,6e-06
11100111111010100100,2,4e-06
10000100010010100100,2,4e-06
01110001011100100100,2,4e-06
10110001110010100100,4,8e-06
01011011111100100100,1,2e-06
01101001100110100100,5,1e-05
11110001101010100100,5,1e-05
00010110001000100100,3,6e-06
01010100110100100100,5,1e-05
01000101010110100100,2,4e-06
10001001101110100100,1,2e-06
00001101010110100100,5,1e-05
00101100001100100100,1,2e-06
11001001101000100100,1,2e-06
00011100110100100100,3,6e-06
00011101010110100100,1,2e-06
10110011100110100100,38,7.6e-05
11100010110010100100,3,6e-06
10011001000010100100,4,8e-06
10101111010110100100,8,1.6e-05
11110100110010100100,2,4e-06
11101010001110100100,2,4e-06
00111010001100100100,3,6e-06
11010000101110100100,4,8e-06
00100001110100100100,5,1e-05
10111010111100100100,7,1.4e-05
10011111111110100100,2,4e-06
00100010110000100100,1,2e-06
00010110101100100100,2,4e-06
00000011111000100100,2,4e-06
01101110000000100100,1,2e-06
10001011101100100100,5,1e-05
00010001101000100100,2,4e-06
11000101001000100100,2,4e-06
11010011000000100100,3,6e-06
01101010111110100100,2,4e-06
00101111100100100100,6,1.2e-05
10101011010110100100,1,2e-06
11011010001110100100,3,6e-06
11011101110100100100,2,4e-06
10010010111010100100,3,6e-06
10011111001000100100,2,4e-06
01110101000110100100,3,6e-06
00111001111000100100,2,4e-06
10011001110010100100,53,0.000106
01010010111000100100,4,8e-06
00010011101100100100,6,1.2e-05
10000110010010100100,2,4e-06
11111010101000100100,5,1e-05
11110000100110100100,3,6e-06
11110001000010100100,2,4e-06
01110110100100100100,3,6e-06
00110100011110100100,3,6e-06
00011111010000100100,1,2e-06
01010100000100100100,4,8e-06
10111111101000100100,2,4e-06
11000110000100100100,3,6e-06
11101011010000100100,3,6e-06
01001100111010100100,409,0.000818
10111111100000100100,1,2e-06
11101011011000100100,5,1e-05
00000111001110100100,3,6e-06
10100000011100100100,2,4e-06
10000000111110100100,1,2e-06
10010001001000100100,5,1e-05
10100000100110100100,2,4e-06
11010101101110100100,7,1.4e-05
00111101110110100100,5,1e-05
10110100010010100100,5,1e-05
11110010011010100100,1,2e-06
10110010101000100100,12,2.4e-05
11011010101000100100,1,2e-06
01111001001100100100,2,4e-06
11111111101010100100,2,4e-06
00110010110000100100,22,4.4e-05
01011100010000100100,4,8e-06
10101101100000100100,3,6e-06
01001011000010100100,4,8e-06
01000010010000100100,4,8e-06
10011101000110100100,3,6e-06
00110101111110100100,2,4e-06
11010111001110100100,1,2e-06
10101010111010100100,2,4e-06
01101100111100100100,4,8e-06
00001111110100100100,4,8e-06
10111010010000100100,1,2e-06
11100000111100100100,2,4e-06
00001110101000100100,4,8e-06
00101110011100100100,2,4e-06
01001110000100100100,5,1e-05
10111100010000100100,4,8e-06
10101111011100100100,2,4e-06
00101001000110100100,2,4e-06
00100101100110100100,2,4e-06
00010010010100100100,3,6e-06
01010000101110100100,2,4e-06
11111110100000100100,1,2e-06
10011110001110100100,2,4e-06
10010011001100100100,1,2e-06
01110010001100100100,1,2e-06
11000101011010100100,1,2e-06
11011000001000100100,3,6e-06
00011110111000100100,2,4e-06
01100101001000100100,4,8e-06
11001000110100100100,3,6e-06
10100110101100100100,1,2e-06
01000011111110100100,2,4e-06
00001101100100100100,2,4e-06
10110100100110100100,3,6e-06
00000101011100100100,3,6e-06
11110001101110100100,2,4e-06
10010101000110100100,3,6e-06
00010011011100100100,2,4e-06
11001101110010100100,6,1.2e-05
00000101100110100100,1,2e-06
11101110110010100100,2,4e-06
11111001001010100100,2,4e-06
10000010000010100100,2,4e-06
10001111000000100100,1,2e-06
11101101100100100100,2,4e-06
00111010000110100100,3,6e-06
01110000101010100100,4,8e-06
11011100001010100100,2,4e-06
10011000000000100100,3,6e-06
01010110100000100100,1,2e-06
01010101000110100100,6,1.2e-05
10111000001110100100,1,2e-06
10000111001000100100,3,6e-06
11010111010100100100,1,2e-06
11100001000000100100,3,6e-06
00110101100100100100,5,1e-05
10100011111010100100,2,4e-06
00111111001000100100,1,2e-06
11110111100100100100,3,6e-06
00101100111110100100,1,2e-06
10100111001010100100,2,4e-06
00001011111000100100,1,2e-06
11111100000010100100,1,2e-06
11000100010000100100,5,1e-05
10011011100000100100,4,8e-06
01010111111110100100,2,4e-06
01111110010110100100,1,2e-06
01001100011000100100,23,4.6e-05
10011101011100100100,2,4e-06
00110000101000100100,4,8e-06
00011010011000100100,6,1.2e-05
00101010001100100100,3,6e-06
11011011000010100100,1,2e-06
10010111110110100100,3,6e-06
11101111100000100100,3,6e-06
11010010011000100100,1,2e-06
10110001100100100100,4,8e-06
10111101101100100100,2,4e-06
00001110111010100100,3,6e-06
11001110110100100100,3,6e-06
11100000001010100100,2,4e-06
11101010000000100100,1,2e-06
00101110101010100100,1,2e-06
01011110010110100100,3,6e-06
10011101101010100100,4,8e-06
00011011011000100100,2,4e-06
01101101001100100100,3,6e-06
01011010100010100100,2,4e-06
10001011010010100100,4,8e-06
00000000000110100100,5,1e-05
11100000100100100100,1,2e-06
00000111001010100100,2,4e-06
00101110000100100100,5,1e-05
00111011101010100100,1,2e-06
10110000001110100100,1,2e-06
01110010111100100100,2,4e-06
00100110111110100100,3,6e-06
10111011101110100100,2,4e-06
01010100010100100100,3,6e-06
10001011111110100100,3,6e-06
10110010010110100100,9,1.8e-05
10100110001010100100,3,6e-06
00001011010010100100,1,2e-06
00011101001110100100,1,2e-06
10000011011010100100,1,2e-06
10000110001110100100,2,4e-06
00000001101100100100,4,8e-06
10001110000010100100,2,4e-06
11011111010010100100,3,6e-06
10000010111000100100,2,4e-06
10110011111000100100,9,1.8e-05
01010001110000100100,2,4e-06
01110111111110100100,7,1.4e-05
00100011000100100100,1,2e-06
00110101001100100100,6,1.2e-05
00100001101010100100,1,2e-06
01100111000000100100,4,8e-06
10111010000010100100,2,4e-06
01011000101000100100,2,4e-06
11001100101010100100,186,0.000372
01000100110110100100,4,8e-06
10010011011010100100,1,2e-06
